Companies;Date;Revenue;Net Income;Assets;non-current assets;Liabilities;Equity;Shares outstanding;Debt-to-Equity;Current Ratio;Earnings per Share;Return On Capital Employed;Net Margin Profit;Inventory Turnover Ratio
BYAN;01/04/2022;18585;9543;18727;18559;10207;27079;3;0.04;2.30;2746.61;38.81;51.38;5.64
BYAN;01/07/2022;21160;11009;28745;20881;12247;37380;3;0.05;2.82;3102.82;41.21;52.06;8.81
BYAN;01/10/2022;22340;9877;37427;24090;30407;31111;33;0.04;1.31;275.32;34.55;44.18;13.02
BYAN;01/01/2023;15711;6718;29516;22512;14765;37264;33;0.01;2.28;188.22;22.83;42.76;3.34
BYAN;01/04/2023;14877;4718;19644;21520;11547;29617;33;0.05;2.03;137.51;17.02;31.72;6.11
BYAN;01/07/2023;12111;3296;20991;22860;10293;33558;33;0.00;2.50;97.30;12.53;27.19;8.10
BYAN;01/10/2023;12593;5022;29353;23824;22626;30551;33;0.21;1.42;150.64;18.81;39.92;9.77
TPIA;01/01/2008;1260;2307;1588;1058;1018;1628;1;0.32;4.04;3167.58;105.63;183.10;4.60
TPIA;01/04/2008;1378;2180;1660;1043;1150;1553;1;0.34;3.15;-2992.34;-96.88;-158.20 ;6.79
TPIA;01/07/2008;1526;46;1652;1030;1083;1599;1;0.33;3.61;63.11;2.50;3.01 ;8.52
TPIA;01/10/2008;824;187;1353;1021;963;1412;1;0.44;4.53;-257.24;-9.37;-22.69 ;10.64
TPIA;01/01/2009;1209;2010;1669;1000;1064;1605;1;0.41;3.78;2759.81;96.92;166.25 ;2.91
TPIA;01/04/2009;1263;1646;1774;987;983;1778;1;0.33;3.79;-2259.23;-67.61;-130.32 ;7.85
TPIA;01/07/2009;1206;106;1970;971;1056;1885;1;0.29;3.22;145.35;7.52;8.79 ;8.74
TPIA;01/10/2009;1062;12;1791;957;962;1786;1;0.27;3.23;17.01;2.29;1.13 ;8.59
TPIA;01/01/2010;1395;105;1807;943;894;1856;1;0.22;3.40;144.29;6.27;7.53 ;2.98
TPIA;01/04/2010;1177;61;1684;1037;805;1915;1;0.20;3.52;83.98;3.73;5.18 ;5.79
TPIA;01/07/2010;1062;21;1710;1034;807;1937;1;0.18;3.31;28.93;1.95;1.98 ;6.68
TPIA;01/10/2010;1543;161;1832;1171;953;2050;1;0.00;2.08;220.96;9.18;10.43 ;6.52
TPIA;01/01/2011;4766;206;5971;7463;6308;7127;3;0.26;2.04;67.13;5.42;4.32 ;2.50
TPIA;01/04/2011;5047;21;6402;7409;6754;7058;3;0.26;1.87;6.69;1.06;0.42 ;3.47
TPIA;01/07/2011;5601;110;6139;7703;6715;7127;3;0.27;1.86;-35.98;-0.30;-1.96 ;5.25
TPIA;01/10/2011;4513;43;5911;8643;7320;7233;3;0.37;1.76;-14.16;-0.02;9.53;7.00
TPIA;01/01/2012;5485;138;6244;8893;7952;7185;3;0.41;1.80;-44.91;0.19;5.02;2.38
TPIA;01/04/2012;5527;287;6714;9299;8876;7138;3;0.43;1.56;-93.50;-1.97;2.97;4.75
TPIA;01/07/2012;5359;162;6926;9473;9288;7112;3;0.44;1.45;-52.69;-0.96;4.49;5.97
TPIA;01/10/2012;5726;257;6719;9595;9344;6970;3;0.50;1.43;-84.51;-0.57;0.10;8.06
TPIA;01/01/2013;5739;6;7005;9926;9920;7011;3;0.52;1.34;1.09;0.30;0.69;2.07
TPIA;01/04/2013;6354;44;6883;10072;9752;7203;3;0.52;1.33;13.55;0.18;2.02;4.36
TPIA;01/07/2013;8966;181;7725;12140;11626;8239;3;0.53;1.22;-61.73;0.30;2.79;7.11
TPIA;01/10/2013;9515;266;9901;13366;12834;10433;3;0.42;1.31;79.85;1.96;1.38;8.91
TPIA;01/01/2014;7318;6;9663;12952;12849;9766;3;0.53;1.46;1.74;0.22;0.74;2.06
TPIA;01/04/2014;8125;75;8691;14172;12641;10222;3;0.51;1.38;21.84;1.38;1.48;4.55
TPIA;01/07/2014;8319;80;9517;14796;13748;10565;3;0.53;1.30;24.85;1.12;2.16;6.44
TPIA;01/10/2014;6843;66;8291;15639;13116;10814;3;0.57;1.39;19.89;0.99;1.51;8.84
TPIA;01/01/2015;4683;37;7981;16529;13100;11411;3;0.70;1.49;10.70;-0.04;2.69;1.72
TPIA;01/04/2015;5980;370;7755;17310;13129;11936;3;0.59;1.49;112.25;3.27;2.47;3.82
TPIA;01/07/2015;6105;46;7830;19647;14355;13122;3;0.66;1.35;15.24;1.78;2.58;5.49
TPIA;01/10/2015;2236;91;5747;19944;13458;12234;3;0.62;1.10;-27.66;0.44;2.05;6.26
TPIA;01/01/2016;4765;470;6383;19402;13542;12244;3;0.57;1.09;142.62;3.01;2.26;1.66
TPIA;01/04/2016;6862;1267;7061;18965;12769;13258;3;0.47;1.34;385.62;8.69;1.28;3.68
TPIA;01/07/2016;6577;1082;7998;18454;12699;13753;3;0.40;1.34;328.51;7.72;0.89;5.35
TPIA;01/10/2016;7733;1214;9305;19304;13269;15339;3;0.37;1.53;369.62;8.03;1.91;7.34
TPIA;01/01/2017;8429;1436;10023;19112;12517;16618;3;0.31;1.68;436.48;8.75;1.72;2.25
TPIA;01/04/2017;7491;884;9080;19573;12712;15942;3;0.31;1.43;268.65;5.76;0.36;4.33
TPIA;01/07/2017;8338;1060;15187;20090;13093;22184;4;0.22;2.18;296.73;6.31;2.94;6.59
TPIA;01/10/2017;8508;943;19360;21112;17863;22609;18;0.38;2.43;52.74;4.56;4.36;8.46
TPIA;01/01/2018;9564;1012;18778;22044;16848;23973;18;0.36;2.78;56.62;4.77;1.76;2.39
TPIA;01/04/2018;8961;651;19503;23666;18190;24980;18;0.36;2.51;36.44;3.51;2.09;4.08
TPIA;01/07/2018;10770;941;20812;24890;18961;26740;18;0.33;2.56;53.10;3.93;16.15;5.69
TPIA;01/10/2018;7533;36;20211;25744;20323;25632;18;0.35;2.05;1.35;0.87;14.05;7.76
TPIA;01/01/2019;7866;251;17426;25886;17850;25463;18;0.39;2.79;13.79;1.55;8.47;2.04
TPIA;01/04/2019;7034;221;18725;26434;20034;25126;18;0.44;2.59;12.31;1.97;0.36;3.78
TPIA;01/07/2019;4769;17;16827;28177;19819;25185;18;0.46;2.51;-1.10;0.30;1.94;4.49
TPIA;01/10/2019;6479;126;19310;28665;23496;24480;18;0.45;1.77;-7.16;-0.58;3.67;5.98
TPIA;01/01/2020;7804;286;21448;34260;27257;28452;18;0.51;1.70;-16.37;-1.47;3.34;1.86
TPIA;01/04/2020;4230;141;17651;29930;22892;24688;18;0.55;1.85;-7.57;-0.22;12.88;3.00
TPIA;01/07/2020;6882;144;17468;31163;22700;25931;18;0.49;1.87;7.44;1.40;11.44;4.91
TPIA;01/10/2020;6199;1000;20884;29080;24780;25184;18;0.47;1.74;56.54;3.30;8.47;6.08
TPIA;01/01/2021;8720;1232;20159;30318;22859;27619;18;0.44;2.04;68.95;4.53;1.70;1.68
TPIA;01/04/2021;9630;1177;21020;30074;23946;27149;18;0.48;2.02;65.93;3.73;1.43;3.17
TPIA;01/07/2021;8591;21;36295;29459;23721;42033;22;0.31;3.60;-1.01;0.23;4.09;4.32
TPIA;01/10/2021;9903;219;41783;29508;29421;41870;22;0.37;3.14;-9.87;0.38;2.38;5.91
TPIA;01/01/2022;9730;160;41447;29884;29469;41863;22;0.52;5.78;-7.46;-0.06;2.39;1.65
TPIA;01/04/2022;10159;804;34254;37045;28485;42813;22;0.50;5.63;-37.01;-1.27;19.58;3.17
TPIA;01/07/2022;9779;729;31835;41512;30032;43315;87;0.51;4.75;-8.52;-0.72;0.52;4.84
TPIA;01/10/2022;7512;637;35574;41293;33067;43800;87;0.53;3.75;-7.31;-0.71;0.69;6.90
TPIA;01/01/2023;7523;128;31167;43467;31658;42976;87;0.61;5.66;1.48;0.10;1.42;1.31
TPIA;01/04/2023;8591;123;30678;44523;32526;42675;87;0.64;5.96;-1.59;-0.31;7.21;2.91
TPIA;01/07/2023;9635;312;32404;45019;33649;43774;87;0.65;6.68;-3.73;-0.40;2.18;5.15
TPIA;01/10/2023;7598;180;43807;42875;40459;46223;87;0.64;3.47;-2.16;0.00;3.21;5.82
HMSP;01/01/2008;8127;1059;10582;4822;8508;6896;4;0.51;1.49;241.77;36.94;13.03;0.00
HMSP;01/04/2008;8570;906;9645;4974;8532;6086;4;0.27;1.35;206.65;19.34;10.57;1.49
HMSP;01/07/2008;9105;1222;10797;5035;8534;7298;4;0.27;1.51;279.03;21.97;13.41;2.43
HMSP;01/10/2008;8878;708;11037;5097;8084;8050;4;0.27;1.44;161.69;16.16;7.98;3.28
HMSP;01/01/2009;9107;1350;11333;5070;6999;9404;4;0.25;1.73;308.13;21.53;14.82;0.83
HMSP;01/04/2009;9556;1173;12312;5020;9415;7917;4;0.15;1.37;267.70;19.49;12.27;1.69
HMSP;01/07/2009;9707;1165;12064;4961;7954;9071;4;0.22;1.60;265.95;19.76;12.00;2.38
HMSP;01/10/2009;10602;1399;12689;5028;7251;10466;4;0.08;1.88;319.36;17.48;13.19;3.02
HMSP;01/01/2010;10381;1513;11622;4971;4617;11976;4;0.03;2.82;345.12;17.67;14.57;0.80
HMSP;01/04/2010;10240;1386;12837;4979;11141;6675;4;0.02;1.21;316.38;19.50;13.52;1.60
HMSP;01/07/2010;10714;1719;12653;4812;9058;8407;4;0.01;1.48;392.27;28.71;16.01;2.30
HMSP;01/10/2010;12047;1804;15769;4757;10310;10215;4;0.01;1.61;411.61;24.60;14.97;3.13
HMSP;01/01/2011;11708;1824;13873;4708;6529;12051;4;0.01;2.33;416.21;20.87;15.60;0.86
HMSP;01/04/2011;12976;1968;11354;4435;8959;6830;4;0.01;1.35;448.96;25.88;15.15;1.93
HMSP;01/07/2011;13657;2165;12437;4415;7881;8971;4;0.01;1.71;494.10;33.99;15.86;3.33
HMSP;01/10/2011;14515;2107;14851;4525;9175;10202;4;0.01;1.75;480.89;26.46;14.53;4.49
HMSP;01/01/2012;15403;2476;16153;4633;8093;12694;4;0.01;2.19;564.93;27.13;16.05;1.32
HMSP;01/04/2012;16484;2403;14445;4755;10886;8313;4;0.01;1.42;548.22;28.85;14.61;2.60
HMSP;01/07/2012;16572;2552;18168;4776;12065;10879;4;0.03;1.60;582.26;32.92;15.42;3.07
HMSP;01/10/2012;18167;2514;21128;5119;12939;13308;4;0.18;1.78;573.66;26.34;13.85;3.37
HMSP;01/01/2013;17436;2608;20088;5271;9432;15927;4;0.00;2.40;595.00;22.32;14.98;0.83
HMSP;01/04/2013;18763;2401;21060;5473;18209;8324;4;0.32;1.23;547.75;24.64;12.77;1.63
HMSP;01/07/2013;18495;2539;21327;5746;16159;10914;4;0.11;1.42;579.31;34.28;13.74;2.30
HMSP;01/10/2013;20331;3271;21248;6157;13250;14155;4;0.18;1.75;746.22;30.75;16.06;3.18
HMSP;01/01/2014;18313;2756;23647;6294;13014;16927;4;0.00;1.99;628.69;21.58;15.03;0.74
HMSP;01/04/2014;20781;2276;19761;6536;17938;8359;4;0.07;1.18;519.22;23.19;10.96;1.62
HMSP;01/07/2014;20513;2625;18819;7234;15051;11002;4;0.08;1.36;598.91;32.22;12.81;2.77
HMSP;01/10/2014;21084;2525;20778;7603;14883;13498;4;0.21;1.53;576.05;25.96;11.97;3.71
HMSP;01/01/2015;21562;2899;21697;7819;13104;16412;4;0.01;1.85;661.51;24.08;13.43;0.93
HMSP;01/04/2015;22181;2112;20546;7948;14420;14074;4;0.31;1.59;481.95;16.94;9.51;1.98
HMSP;01/07/2015;21775;2585;23602;7968;22872;8697;4;1.26;1.11;589.73;28.53;11.86;2.83
HMSP;01/10/2015;23552;2767;29807;8203;5995;32016;5;0.00;6.57;594.64;16.58;11.75;3.59
HMSP;01/01/2016;21921;3119;39336;8387;12570;35154;5;0.00;3.54;670.30;11.19;14.24;0.88
HMSP;01/04/2016;25415;3029;30913;8412;11564;27761;116;0.00;3.07;26.04;11.42;11.92;2.11
HMSP;01/07/2016;22939;2933;33966;8419;11675;30710;116;0.00;3.34;25.22;12.08;12.79;3.30
HMSP;01/10/2016;25191;3681;33647;8861;8333;34175;116;0.00;5.23;31.64;13.53;14.60;4.03
HMSP;01/01/2017;22576;3291;42973;8819;14310;37482;116;0.00;3.47;28.29;11.03;14.59;0.92
HMSP;01/04/2017;24014;2759;32612;8669;13631;27650;116;0.00;2.79;23.72;10.08;11.49;2.19
HMSP;01/07/2017;25704;3288;37811;8730;15589;30952;116;0.01;2.77;28.26;13.47;12.78;3.72
HMSP;01/10/2017;26798;3333;34180;8961;9028;34113;116;0.00;5.27;28.65;12.25;12.44;4.62
HMSP;01/01/2018;23136;3032;43439;8859;15137;37161;116;0.00;3.44;26.07;9.90;13.10;1.06
HMSP;01/04/2018;26021;3080;34986;8893;16160;27719;116;0.01;2.56;26.48;10.78;11.82;2.52
HMSP;01/07/2018;28377;3577;40621;8493;17706;31408;116;0.00;2.67;30.76;14.26;12.61;4.28
HMSP;01/10/2018;29207;3848;37831;8771;11244;35358;116;0.00;4.30;33.08;13.31;13.18;5.75
HMSP;01/01/2019;23806;3286;46928;9660;17927;38660;116;0.01;3.07;28.25;9.94;13.77;1.10
HMSP;01/04/2019;26914;3484;33615;9498;14628;28485;116;0.01;2.80;29.96;11.80;12.93;2.40
HMSP;01/07/2019;26787;3430;39545;9404;17017;31932;116;0.01;2.73;29.49;13.01;12.80;4.04
HMSP;01/10/2019;28548;3521;41697;9206;15223;35680;116;0.01;3.28;30.27;12.68;12.31;5.16
HMSP;01/01/2020;23689;3322;54179;9121;24232;39068;116;0.01;2.48;28.56;9.92;14.06;0.91
HMSP;01/04/2020;21044;1565;33113;8792;15293;26612;116;0.02;2.56;13.45;5.26;7.44;1.59
HMSP;01/07/2020;23046;2024;36129;8615;16086;28658;116;0.03;2.63;17.40;8.53;8.79;2.91
HMSP;01/10/2020;24647;1671;41092;8582;19433;30241;116;0.01;2.45;14.36;6.36;6.78;4.36
HMSP;01/01/2021;23558;2586;37598;8321;13072;32848;116;0.01;3.61;22.23;9.23;10.96;1.04
HMSP;01/04/2021;24070;1548;36622;8078;18789;25911;116;0.08;2.22;13.31;5.60;6.43;2.38
HMSP;01/07/2021;24891;1421;40962;7891;21454;27399;116;0.03;2.11;12.21;5.94;5.70;4.13
HMSP;01/10/2021;26356;1583;41323;11767;23899;29191;116;0.01;1.88;13.61;6.37;5.99;5.16
HMSP;01/01/2022;26161;1915;47999;11836;28710;31125;116;0.01;1.80;16.46;7.37;7.33;1.03
HMSP;01/04/2022;27344;1133;30670;11828;17667;24831;116;0.03;1.97;9.74;4.82;4.15;2.25
HMSP;01/07/2022;29893;1854;35666;12122;21085;26703;116;0.02;1.88;15.94;8.20;6.20;4.92
HMSP;01/10/2022;27813;1422;41363;13424;26617;28170;116;0.02;1.69;12.22;5.60;5.12;6.00
HMSP;01/01/2023;26966;2160;39189;13468;22309;30348;116;0.02;1.94;18.57;8.28;8.02;1.13
HMSP;01/04/2023;29189;1590;34688;13870;23031;25527;116;0.02;1.65;13.67;6.05;5.46;2.44
HMSP;01/07/2023;31142;2455;41122;14640;27764;27997;116;0.02;1.59;21.11;9.48;7.88;4.19
HMSP;01/10/2023;28686;1892;40066;15250;25446;29870;116;0.02;1.72;16.26;5.90;6.60;5.37
UNTR;01/01/2008;5785;517;7597;7368;8693;6272;3;0.77;1.10;182.91;19.31;8.90;0.00
UNTR;01/04/2008;6807;690;9213;7909;10511;6611;3;0.85;1.15;243.46;13.37;10.10;3.91
UNTR;01/07/2008;8511;881;11868;8353;9584;10637;3;0.31;1.63;266.94;12.15;10.40;4.95
UNTR;01/10/2008;6800;573;12884;9964;11645;11203;3;0.44;1.64;174.79;6.35;8.40;4.87
UNTR;01/01/2009;6965;812;11950;10821;10730;12041;3;0.42;1.67;246.81;8.71;11.70;1.16
UNTR;01/04/2009;6919;1061;10507;11749;9875;12382;3;0.36;1.59;321.49;8.01;15.30;2.85
UNTR;01/07/2009;7417;1091;11476;11906;9893;13489;3;0.34;1.70;330.08;8.67;14.70;4.65
UNTR;01/10/2009;7940;854;11969;12436;10454;13951;3;0.27;1.66;258.78;7.02;10.80;6.08
UNTR;01/01/2010;8718;907;12465;12822;10512;14775;3;0.26;1.68;273.10;7.44;10.40;2.04
UNTR;01/04/2010;9361;980;14047;13648;13038;14658;3;0.34;1.54;294.87;7.38;10.50;4.31
UNTR;01/07/2010;9734;1072;13832;13950;12033;15748;3;0.32;1.59;322.63;6.78;11.00;5.18
UNTR;01/10/2010;9510;913;15533;14168;13536;16165;3;0.35;1.57;274.02;6.36;9.60;5.15
UNTR;01/01/2011;12649;1297;17386;14731;14670;17447;3;0.33;1.55;390.08;8.36;10.30;1.66
UNTR;01/04/2011;12970;1242;21843;18934;15941;24837;4;0.21;1.86;333.14;6.58;9.60;4.12
UNTR;01/07/2011;14134;1811;24433;19741;17557;26617;4;0.17;1.78;484.80;7.28;12.80;6.00
UNTR;01/10/2011;15300;1550;25626;20814;18936;27504;4;0.18;1.72;416.11;6.81;10.10;6.75
UNTR;01/01/2012;15027;1525;25718;21895;18646;28967;4;0.16;1.78;409.31;5.97;10.10;1.82
UNTR;01/04/2012;15583;1556;25853;25309;21537;29625;4;0.25;1.58;418.32;6.32;10.00;3.59
UNTR;01/07/2012;13527;1377;23961;26340;19974;30327;4;0.23;1.62;370.35;5.23;10.20;4.76
UNTR;01/10/2012;11817;1296;22048;28253;18000;32301;4;0.20;1.95;351.47;4.41;11.00;6.13
UNTR;01/01/2013;12450;1124;23027;28116;18486;32656;4;0.16;1.92;302.60;3.65;9.00;1.48
UNTR;01/04/2013;12451;1179;23914;27971;19411;32473;4;0.18;1.88;316.60;3.88;9.50;3.21
UNTR;01/07/2013;12404;1063;27739;28881;22769;33850;4;0.16;1.81;286.70;4.37;8.60;4.83
UNTR;01/10/2013;13707;1433;27814;29548;21713;35649;4;0.15;1.91;389.95;4.85;10.40;6.49
UNTR;01/01/2014;13901;1553;28969;28983;21190;36762;4;0.13;1.98;422.61;4.92;11.20;1.86
UNTR;01/04/2014;13631;1703;31582;29810;23895;37496;4;0.11;1.80;457.78;4.97;12.50;3.55
UNTR;01/07/2014;13277;1506;32900;29819;24285;38434;4;0.10;1.84;399.66;4.41;11.30;4.84
UNTR;01/10/2014;12332;77;33580;26712;21715;38577;4;0.09;2.06;159.48;5.91;0.60;5.65
UNTR;01/01/2015;12648;1641;37604;27418;24042;40980;4;0.09;2.04;438.68;4.08;13.00;1.31
UNTR;01/04/2015;12301;1756;35381;28439;23123;40697;4;0.08;2.00;474.45;5.08;14.20;2.53
UNTR;01/07/2015;13345;2155;41758;29145;28380;42522;4;0.10;1.90;580.74;5.37;16.10;3.78
UNTR;01/10/2015;11053;2760;39260;22456;22465;39250;4;0.07;2.15;-460.80;3.98;24.97;4.65
UNTR;01/01/2016;10696;749;40319;21564;22045;39839;4;0.07;2.24;195.84;2.91;7.00;1.08
UNTR;01/04/2016;11868;1126;38461;20529;19378;39613;4;0.04;2.46;301.07;3.58;9.50;2.46
UNTR;01/07/2016;11334;1307;40269;20630;20703;40196;4;0.04;2.34;341.41;4.04;11.50;4.02
UNTR;01/10/2016;11642;1923;42197;21794;21369;42622;4;0.03;2.30;502.70;4.74;16.50;5.25
UNTR;01/01/2017;13679;1576;46962;27330;30039;44254;4;0.11;1.99;402.42;4.33;11.50;1.35
UNTR;01/04/2017;15751;2000;49691;28567;33494;44764;4;0.11;1.83;515.21;5.11;12.70;2.72
UNTR;01/07/2017;16828;2322;50022;29676;33584;46113;4;0.10;1.84;593.94;6.35;13.80;4.37
UNTR;01/10/2017;18301;1775;51202;31060;34724;47538;4;0.11;1.80;473.06;5.24;9.70;6.22
UNTR;01/01/2018;19011;2680;51266;33172;33666;50772;4;0.10;1.88;678.46;6.38;14.10;1.83
UNTR;01/04/2018;19934;3064;53344;35499;37178;51665;4;0.12;1.76;790.43;6.76;15.40;3.35
UNTR;01/07/2018;22181;3680;68519;39060;53100;54480;4;0.20;1.49;963.15;8.13;16.60;4.18
UNTR;01/10/2018;23499;2074;55652;60629;59230;57051;4;0.19;1.14;550.60;6.86;8.80;4.89
UNTR;01/01/2019;22621;3143;55649;61276;57163;59761;4;0.21;1.33;818.38;6.43;13.90;1.30
UNTR;01/04/2019;20698;2566;56078;62204;60120;58163;4;0.31;1.39;699.33;5.13;12.40;2.65
UNTR;01/07/2019;22289;2854;57503;61835;60327;59012;4;0.28;1.40;798.42;5.63;12.80;4.09
UNTR;01/10/2019;18823;2571;50827;60886;50603;61110;4;0.25;1.56;716.49;4.71;13.70;5.55
UNTR;01/01/2020;18314;1801;49256;65653;48511;66398;4;0.27;1.81;488.75;3.84;9.80;1.28
UNTR;01/04/2020;14878;2294;44950;59271;42638;61583;4;0.24;1.75;599.94;2.53;15.40;2.49
UNTR;01/07/2020;13275;1093;45475;59116;40545;64047;4;0.24;1.98;342.43;2.22;8.20;3.84
UNTR;01/10/2020;13880;445;44196;55605;36654;63147;4;0.21;2.11;178.26;1.50;3.20;5.52
UNTR;01/01/2021;17898;1939;49180;56123;38258;67044;4;0.20;1.96;500.46;3.19;10.80;1.97
UNTR;01/04/2021;19413;2750;52117;54743;39206;67654;4;0.18;1.90;710.14;4.38;14.20;4.45
UNTR;01/07/2021;20512;3377;57193;53501;41228;69465;4;0.16;1.94;885.10;5.33;16.40;6.26
UNTR;01/10/2021;21638;2542;60604;51957;40739;71823;4;0.14;1.99;660.15;5.59;11.70;7.02
UNTR;01/01/2022;27979;4718;66342;53752;42974;77121;4;0.09;2.03;1158.35;6.94;16.80;2.18
UNTR;01/04/2022;32468;6754;73641;55597;47276;81962;4;0.07;1.94;1618.12;9.33;20.80;4.21
UNTR;01/07/2022;31086;5959;81283;58888;56397;83774;4;0.08;1.74;1477.15;7.89;19.20;5.31
UNTR;01/10/2022;32074;5562;78930;61548;50964;89514;4;0.04;1.88;1377.57;7.94;17.30;6.08
UNTR;01/01/2023;34889;5863;86831;63870;59007;91694;4;0.03;1.73;1427.11;7.25;16.80;1.67
UNTR;01/04/2023;33788;6480;67845;66619;58642;75821;4;0.07;1.36;1579.82;9.15;19.10;3.22
UNTR;01/07/2023;28921;4098;72623;80518;74376;78766;4;0.20;1.11;1107.86;6.41;14.20;4.51
UNTR;01/10/2023;30986;5689;62667;91361;69993;84036;4;0.24;1.46;1410.95;8.58;18.40;5.45
BRPT;01/01/2008;4384;183;4974;11878;5508;11344;7;0.29;2.04;0;-2.24;4.17;0.00
BRPT;01/04/2008;4144;190;7298;12859;8828;11329;7;0.54;1.96;0;-1.73;4.58;3.92
BRPT;01/07/2008;5497;144;7235;12699;8798;11135;7;0.55;2.32;0;-0.06;2.62;5.18
BRPT;01/10/2008;4298;2883;5129;12114;8309;8934;7;0.84;2.21;0;-8.84;67.08;8.56
BRPT;01/01/2009;2643;88;4980;12519;8269;9230;7;0.81;2.21;0;1.45;3.33;1.31
BRPT;01/04/2009;3883;471;6289;11295;8532;9052;7;0.75;1.97;0;3.36;12.13;3.10
BRPT;01/07/2009;3979;177;6058;10690;7735;9013;7;0.69;2.15;0;3.24;4.45;4.74
BRPT;01/10/2009;3888;13;6122;10253;7574;8801;7;0.68;2.16;0;-0.38;0.33;6.78
BRPT;01/01/2010;5358;117;6743;10198;7845;9095;7;0.59;2.12;0;2.29;2.18;2.55
BRPT;01/04/2010;3441;92;5868;10355;7530;8693;7;0.67;2.34;0;0.74;2.67;4.05
BRPT;01/07/2010;3455;52;5925;10142;7528;8539;7;0.67;2.19;0;-0.97;1.51;5.84
BRPT;01/10/2010;4712;531;5915;10100;8146;7869;7;0.66;1.44;0;2.32;11.27;8.00
BRPT;01/01/2011;4936;150;6440;9928;8308;8060;7;0.62;1.48;15.65;2.59;3.04;1.95
BRPT;01/04/2011;5088;141;6753;9532;8671;7613;7;0.65;1.91;16.78;0.63;2.77;3.50
BRPT;01/07/2011;5080;25;6904;9855;8966;7794;7;0.65;1.88;1.25;-0.69;0.49;5.08
BRPT;01/10/2011;4274;344;6957;11887;9215;9629;7;0.63;1.99;-47.05;-0.53;8.05;6.72
BRPT;01/01/2012;5463;206;7276;12098;9900;9474;7;0.68;2.00;-22.68;-0.16;3.77;2.32
BRPT;01/04/2012;5268;395;7729;12496;10880;9346;7;0.72;1.64;-42.32;-1.80;7.50;4.53
BRPT;01/07/2012;5217;216;7687;12678;11115;9250;7;0.71;1.54;-23.47;-0.97;4.14;5.71
BRPT;01/10/2012;6245;378;7309;13196;11129;9376;7;0.75;1.53;-40.31;-1.20;6.05;8.00
BRPT;01/01/2013;5765;61;7577;13582;11797;9362;7;0.78;1.41;-8.98;-0.13;1.06;2.06
BRPT;01/04/2013;6386;54;7351;13844;11703;9491;7;0.79;1.07;-10.21;-0.29;0.85;4.33
BRPT;01/07/2013;9012;287;8218;16583;13932;10870;7;0.80;0.99;-32.98;-0.30;3.18;7.06
BRPT;01/10/2013;9564;148;10416;17897;15393;12920;7;0.77;1.35;6.97;1.15;1.55;8.87
BRPT;01/01/2014;7366;54;9871;17140;15044;11967;7;0.92;1.52;-8.14;-0.03;0.73;2.05
BRPT;01/04/2014;8148;23;9093;18661;15186;12568;7;0.89;1.40;-0.93;0.73;0.28;4.53
BRPT;01/07/2014;8357;3;9638;19417;16219;12836;7;0.92;1.30;-5.24;0.79;0.04;6.38
BRPT;01/10/2014;6944;17;8641;20290;15806;13124;7;0.98;1.40;-1.20;0.38;0.24;8.77
BRPT;01/01/2015;4747;33;8408;21299;15916;13790;7;1.13;1.50;2.62;-0.25;0.70;1.71
BRPT;01/04/2015;6075;229;8224;22095;13972;16346;7;0.78;1.55;5.75;2.35;3.77;3.76
BRPT;01/07/2015;6193;9;8386;24750;15393;17743;7;0.88;1.36;-4.50;1.16;0.15;5.36
BRPT;01/10/2015;2383;183;6187;24895;14584;16498;7;0.85;1.11;-14.46;0.27;7.68;6.21
BRPT;01/01/2016;4860;394;6489;24313;14460;16342;7;0.79;1.06;23.00;2.19;8.11;1.66
BRPT;01/04/2016;6943;1111;7487;23646;13971;17162;7;0.69;1.30;70.10;6.73;16.00;3.69
BRPT;01/07/2016;6685;1167;8723;23040;13834;17929;7;0.58;1.39;88.63;6.13;17.46;5.40
BRPT;01/10/2016;7864;1087;9792;24747;15078;19460;7;0.64;1.34;71.79;6.43;13.82;7.41
BRPT;01/01/2017;8559;1367;11682;26999;17960;20721;7;0.77;1.22;93.42;6.96;15.97;2.27
BRPT;01/04/2017;7583;667;10159;27307;16937;20529;7;0.73;1.20;34.07;4.10;8.80;4.36
BRPT;01/07/2017;8458;940;16148;27897;17335;26709;14;0.62;1.78;28.66;4.83;11.11;6.61
BRPT;01/10/2017;8632;818;20377;28977;22029;27325;14;0.85;1.72;22.23;3.68;9.48;8.48
BRPT;01/01/2018;9595;809;20291;29052;20899;28444;14;0.80;2.21;18.85;3.93;8.43;2.38
BRPT;01/04/2018;12736;1156;27780;69466;59200;38046;18;2.16;2.10;18.93;6.12;9.08;4.16
BRPT;01/07/2018;12863;1275;28464;72333;60128;40669;18;2.07;1.90;25.34;3.41;9.91;5.65
BRPT;01/10/2018;9342;265;29584;72398;62854;39128;18;2.27;1.75;-0.27;1.60;2.84;7.75
BRPT;01/01/2019;9675;517;23448;74115;58642;38921;18;2.20;2.12;4.65;2.10;5.34;1.99
BRPT;01/04/2019;8741;441;24385;74421;60104;38702;18;2.27;2.19;4.02;2.08;5.05;3.70
BRPT;01/07/2019;6703;346;22994;75030;58814;39210;89;2.21;2.17;0.25;1.59;5.16;4.54
BRPT;01/10/2019;8278;606;25413;74430;61535;38308;89;2.17;1.65;4.91;1.06;7.32;6.05
BRPT;01/01/2020;9994;232;28907;87797;71993;44712;89;2.29;1.59;-0.38;1.01;2.32;1.86
